0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary
1770,EMP0001771,Nancy Middleton,IT,Data Analyst,2013-03-08,"Chadmouth, Falkland Islands (Malvinas)",3,12,Active,On-site,983173
1771,EMP0001772,Daisy Small,Marketing,Marketing Executive,2022-05-31,"New Manuel, Swaziland",1,3,Active,Remote,1066874
1772,EMP0001773,Cindy Riggs,Operations,Logistics Coordinator,2018-07-12,"West Jenniferville, Guam",4,7,Active,Remote,641602
1773,EMP0001774,Veronica Nichols,IT,Software Engineer,2016-05-23,"West Jane, Chad",2,9,Active,On-site,887838
1774,EMP0001775,Katie Mendoza,Sales,Sales Executive,2018-07-30,"Garyberg, Austria",2,7,Resigned,On-site,859191
1775,EMP0001776,Danielle Hernandez,IT,Software Engineer,2022-05-26,"Marshallstad, Bosnia and Herzegovina",5,3,Active,Remote,786351
1776,EMP0001777,Kimberly Simpson,Finance,Accountant,2023-03-02,"Barrfurt, Jamaica",1,2,Active,On-site,537102
1777,EMP0001778,Darin Navarro,Marketing,SEO Specialist,2025-08-09,"North Coryville, Mozambique",4,0,Active,On-site,931138
1778,EMP0001779,Raymond Thomas,Operations,Operations Executive,2025-04-15,"Mooreburgh, Anguilla",2,0,Resigned,On-site,834682
1779,EMP0001780,Michael Jarvis,Operations,Logistics Coordinator,2023-05-18,"South Beth, Jersey",4,2,Active,On-site,708619
1780,EMP0001781,Elizabeth Flowers,Sales,Sales Executive,2023-03-03,"Port Michael, Portugal",2,2,Active,On-site,529119
1781,EMP0001782,Eric Willis,Operations,Operations Executive,2025-04-13,"Melindahaven, Lesotho",1,0,Resigned,On-site,402740
1782,EMP0001783,David Potter,IT,DevOps Engineer,2016-02-10,"East Johnville, Spain",1,9,Active,On-site,507353
1783,EMP0001784,Heather Chapman,Marketing,Marketing Executive,2022-09-17,"New Ryan, Eritrea",1,2,Resigned,On-site,441324
1784,EMP0001785,Dr. Anna Bryant,Finance,CFO,2023-11-18,"Lake Nicholas, San Marino",4,1,Active,Remote,711239
1785,EMP0001786,Gregory Baldwin,IT,Software Engineer,2021-08-09,"Richardberg, Antigua and Barbuda",1,4,Active,On-site,1286438
1786,EMP0001787,John Rosario,HR,HR Manager,2023-05-13,"Thomasmouth, Heard Island and McDonald Islands",1,2,Active,Remote,1013839
1787,EMP0001788,Cynthia Moore,Marketing,SEO Specialist,2022-04-26,"Port Adrianaport, Moldova",3,3,Active,Remote,673934
1788,EMP0001789,Michael Johnson,HR,HR Executive,2025-04-13,"Scottstad, Germany",5,0,Resigned,On-site,552859
1789,EMP0001790,Joy Mcmillan,IT,Software Engineer,2018-12-26,"Port Vanessa, Burkina Faso",2,6,Retired,Remote,1006037
1790,EMP0001791,Tanya Hancock MD,IT,Software Engineer,2024-09-15,"Kyleview, Syrian Arab Republic",4,0,Active,Remote,1085142
1791,EMP0001792,James Young,Marketing,SEO Specialist,2018-08-04,"Christopherchester, Togo",2,7,Resigned,Remote,997459
1792,EMP0001793,Justin Ray,Sales,Sales Executive,2024-02-25,"Willisbury, Korea",3,1,Retired,Remote,803273
1793,EMP0001794,Michael Franco,Finance,Accountant,2020-09-19,"Kaufmanland, Palestinian Territory",4,4,Resigned,On-site,649959
1794,EMP0001795,John Lopez,IT,IT Manager,2016-11-24,"New Adam, Antigua and Barbuda",3,8,Resigned,Remote,1730441
1795,EMP0001796,Timothy Foster,Finance,Accountant,2025-04-29,"Mejiashire, Afghanistan",3,0,Resigned,On-site,828359
1796,EMP0001797,Angel Hernandez,Sales,Business Development Manager,2018-09-21,"Katherinemouth, Indonesia",3,6,Retired,On-site,1321665
1797,EMP0001798,Tracy Wilson,Finance,Finance Manager,2016-02-26,"Lake Carolynbury, Rwanda",4,9,Terminated,Remote,2435759
1798,EMP0001799,Chase Hall,Operations,Operations Executive,2022-01-31,"Lake Johnton, Niger",1,3,Active,Remote,520846
1799,EMP0001800,Andrew Bridges,Sales,Account Manager,2017-04-25,"Lake Barbarashire, Mexico",3,8,Resigned,Remote,1073708
1800,EMP0001801,Gene Smith,Operations,Operations Executive,2018-01-17,"Hotown, Namibia",2,7,Active,Remote,678279
1801,EMP0001802,Scott Johnson,Operations,Operations Executive,2016-10-20,"Port Melissaborough, Uzbekistan",2,8,Active,Remote,1041668
1802,EMP0001803,Diana Cain,R&D,Research Scientist,2018-08-21,"Contrerasville, New Caledonia",3,6,Resigned,On-site,742879
1803,EMP0001804,James Williams,Marketing,SEO Specialist,2022-09-07,"Anthonyburgh, United States Minor Outlying Islands",2,2,Active,On-site,469238
1804,EMP0001805,Julie Williams,Finance,Accountant,2024-12-12,"New Kevin, Namibia",3,0,Retired,On-site,427152
1805,EMP0001806,George Clark,IT,DevOps Engineer,2018-08-05,"Lake Lauren, Marshall Islands",1,7,Active,On-site,1042937
1806,EMP0001807,Ashley Long,Sales,Sales Director,2020-07-02,"New Lisatown, Mayotte",5,5,Active,Remote,883389
1807,EMP0001808,Tyler Knapp,IT,Software Engineer,2016-08-08,"Garyfurt, Uzbekistan",1,9,Active,On-site,1711899
1808,EMP0001809,Mary Hernandez,IT,Data Analyst,2016-02-04,"Longville, Equatorial Guinea",3,9,Active,On-site,1056538
1809,EMP0001810,Tracey Gray,Marketing,Content Strategist,2024-11-20,"Wardmouth, Saudi Arabia",2,0,Active,On-site,861557
1810,EMP0001811,Anthony Durham,Operations,Operations Executive,2024-07-11,"Katherinefort, Paraguay",3,1,Active,On-site,1125657
1811,EMP0001812,Caitlin Ross,HR,HR Executive,2018-07-07,"Josephchester, Jersey",3,7,Resigned,On-site,613706
1812,EMP0001813,Christina Valentine,Sales,Sales Executive,2023-01-20,"Samanthaborough, Tanzania",3,2,Resigned,On-site,794935
1813,EMP0001814,Grace Morris,IT,Software Engineer,2023-02-25,"Elizabethshire, Jersey",4,2,Active,Remote,1453916
1814,EMP0001815,Katherine Wright,Operations,Logistics Coordinator,2022-05-02,"Aliciabury, Kenya",5,3,Active,Remote,801841
1815,EMP0001816,Erica Whitney,Finance,Financial Analyst,2024-04-07,"South Cheryl, Burundi",5,1,Active,On-site,729232
1816,EMP0001817,Lance Whitehead,Sales,Business Development Manager,2018-07-09,"West Melissaton, Central African Republic",2,7,Active,On-site,1212935
1817,EMP0001818,David West,Operations,Operations Executive,2020-01-01,"Douglasburgh, Montserrat",2,5,Active,On-site,691135
1818,EMP0001819,Raymond Joseph,R&D,Product Developer,2022-04-10,"Townsendland, Saudi Arabia",2,3,Active,On-site,759228
1819,EMP0001820,Ronald Hernandez,IT,Software Engineer,2015-10-20,"New Julieport, Tajikistan",4,9,Active,Remote,1463535
1820,EMP0001821,Tristan Gonzales,Marketing,Content Strategist,2012-06-02,"Williamton, Uganda",5,13,Resigned,Remote,440791
1821,EMP0001822,Tracy Combs,IT,Software Engineer,2017-11-08,"North Nicolehaven, Czech Republic",1,7,Active,On-site,747789
1822,EMP0001823,Traci Leon,Marketing,Marketing Executive,2011-09-12,"East Wesley, North Macedonia",4,13,Active,Remote,437762
1823,EMP0001824,Christina West,IT,IT Manager,2020-03-13,"Weaverville, Nigeria",2,5,Active,Remote,2994359
1824,EMP0001825,Jennifer Turner,IT,DevOps Engineer,2016-01-12,"Kathyberg, Trinidad and Tobago",3,9,Active,On-site,637301
1825,EMP0001826,Charles Hardy,Marketing,SEO Specialist,2024-12-05,"East Donald, Chad",5,0,Active,Remote,888049
1826,EMP0001827,Melissa Gonzales,Sales,Sales Executive,2015-09-05,"Phillipmouth, French Polynesia",2,9,Active,On-site,439887
1827,EMP0001828,Taylor Riddle,Marketing,Content Strategist,2011-06-28,"Lake Cindymouth, Marshall Islands",1,14,Active,On-site,411318
1828,EMP0001829,Alyssa Mcdowell,HR,HR Executive,2012-07-19,"North Ricardo, Peru",3,13,Resigned,On-site,765632
1829,EMP0001830,Christopher Thompson,IT,Software Engineer,2019-11-14,"Port Randallfurt, Bahamas",4,5,Active,On-site,1283089
1830,EMP0001831,Sharon Davies,Sales,Business Development Manager,2024-01-20,"East Edward, Reunion",5,1,Resigned,Remote,1409504
1831,EMP0001832,Kayla Andrews,IT,Data Analyst,2017-06-28,"North Jared, Cook Islands",2,8,Active,On-site,1089563
1832,EMP0001833,Hannah Donovan,IT,Software Engineer,2022-04-03,"Danielton, Burkina Faso",5,3,Resigned,Remote,1265441
1833,EMP0001834,Steven Guzman,Operations,Supply Chain Manager,2023-05-16,"East Roger, Saint Barthelemy",1,2,Active,Remote,527993
1834,EMP0001835,Michael Smith,Sales,Sales Executive,2019-08-11,"North Phillipfort, Liechtenstein",3,6,Active,On-site,647598
1835,EMP0001836,Christopher Morris,Sales,Sales Executive,2018-05-07,"West Bradley, French Southern Territories",4,7,Active,On-site,410059
1836,EMP0001837,Scott Ferguson,Sales,Sales Executive,2018-01-14,"Ryanmouth, Guinea-Bissau",4,7,Active,On-site,819591
1837,EMP0001838,Nicholas Roberts,Operations,Supply Chain Manager,2021-09-29,"Hollybury, Czech Republic",3,3,Active,On-site,406320
1838,EMP0001839,Kristin Richardson,IT,Software Engineer,2017-06-22,"New Barryburgh, Pakistan",5,8,Retired,On-site,1436174
1839,EMP0001840,Cheryl Thompson,IT,Data Analyst,2019-08-31,"Masonton, Cape Verde",2,5,Active,On-site,827085
1840,EMP0001841,Melissa Ramos,R&D,Research Scientist,2023-12-18,"Randystad, Mauritius",3,1,Active,Remote,933795
1841,EMP0001842,Calvin Lowe,Finance,Accountant,2023-06-05,"Hamiltonland, Tunisia",1,2,Active,On-site,899498
1842,EMP0001843,James Alvarez,IT,Software Engineer,2016-11-15,"Huntland, Palestinian Territory",2,8,Retired,On-site,1453566
1843,EMP0001844,Austin Hall,Operations,Logistics Coordinator,2022-10-25,"Burchfurt, Poland",5,2,Resigned,On-site,660940
1844,EMP0001845,Angel Horton,Marketing,Marketing Executive,2025-04-01,"South Crystalstad, Morocco",3,0,Terminated,Remote,473112
1845,EMP0001846,Patricia Reeves,IT,CTO,2017-09-11,"Daisyview, Italy",1,7,Resigned,Remote,760738
1846,EMP0001847,Lindsey Atkins,Operations,Operations Executive,2021-10-03,"Katherineborough, Guam",1,3,Active,Remote,425787
1847,EMP0001848,Hailey Burch,IT,Data Analyst,2024-05-13,"Gonzalezshire, British Virgin Islands",3,1,Active,Remote,852637
1848,EMP0001849,Virginia Mitchell,IT,IT Manager,2024-10-23,"Ronaldmouth, Pitcairn Islands",1,0,Active,On-site,2969007
1849,EMP0001850,Denise Scott,IT,Data Analyst,2013-08-19,"Moorechester, Afghanistan",5,11,Active,On-site,604551
1850,EMP0001851,Holly Foster,IT,DevOps Engineer,2022-05-25,"South Michaeltown, Fiji",5,3,Active,On-site,1150587
1851,EMP0001852,Jenny Snyder,HR,HR Executive,2017-09-21,"West Thomasport, Somalia",1,7,Active,Remote,708641
1852,EMP0001853,Joanna Johnson,HR,Talent Acquisition Specialist,2015-09-26,"Perrymouth, Gambia",2,9,Active,Remote,1163655
1853,EMP0001854,Christy Larson,IT,Software Engineer,2014-12-16,"Timothyfort, Montenegro",3,10,Active,On-site,1475110
1854,EMP0001855,Alexandra Lucas,Sales,Account Manager,2024-02-05,"Dillonmouth, North Macedonia",3,1,Active,Remote,642168
1855,EMP0001856,Wayne Griffith,Marketing,Marketing Executive,2023-03-16,"Tinatown, Uruguay",5,2,Active,Remote,534562
1856,EMP0001857,Ricky Reed,IT,IT Manager,2024-06-19,"Thompsonfort, Nicaragua",3,1,Resigned,On-site,1929856
1857,EMP0001858,Parker Spears,IT,DevOps Engineer,2024-08-22,"Garzaburgh, Saint Martin",3,0,Active,On-site,721965
1858,EMP0001859,Melissa Parker,IT,Data Analyst,2019-08-30,"West Curtisport, Sweden",3,5,Active,On-site,679247
1859,EMP0001860,Allen Lucas,Marketing,Content Strategist,2020-04-18,"New Brandyburgh, Greece",4,5,Active,On-site,1089202
1860,EMP0001861,Nichole Maddox,R&D,Product Developer,2024-12-21,"Matthewshire, Australia",1,0,Retired,On-site,1038651
1861,EMP0001862,Laura Munoz,IT,Data Analyst,2023-03-19,"North David, Fiji",2,2,Active,Remote,1049765
1862,EMP0001863,Nicole Wolf,Operations,Operations Executive,2017-12-06,"Donnabury, Czech Republic",3,7,Resigned,Remote,1035324
1863,EMP0001864,Timothy Wright,Operations,Supply Chain Manager,2025-04-12,"East Gabrielfort, Germany",2,0,Resigned,Remote,518210
1864,EMP0001865,Brian Compton,Marketing,Marketing Executive,2021-07-20,"New Erikaland, Guinea-Bissau",3,4,Active,Remote,1033322
1865,EMP0001866,Elizabeth Crawford,Sales,Sales Executive,2012-12-15,"New Kayla, Mongolia",4,12,Active,Remote,702242
1866,EMP0001867,Amber Hayes,IT,Data Analyst,2021-06-02,"North Michealburgh, Burkina Faso",3,4,Active,On-site,1163689
1867,EMP0001868,Mary Cherry,HR,Talent Acquisition Specialist,2023-02-22,"Lake Angelachester, British Virgin Islands",2,2,Active,Remote,408758
1868,EMP0001869,Stephanie Alvarado,Finance,Finance Manager,2021-11-28,"West Travis, Guinea-Bissau",5,3,Active,Remote,1392292
1869,EMP0001870,Jaclyn Shaw,Operations,Operations Executive,2018-07-11,"Galvanberg, Swaziland",2,7,Active,On-site,727832
1870,EMP0001871,Andrew Collins,IT,Data Analyst,2022-03-24,"Craigshire, Fiji",4,3,Active,On-site,946194
1871,EMP0001872,Allen Ellison,Finance,Accountant,2023-09-15,"East Jesse, Mexico",4,1,Active,Remote,489061
1872,EMP0001873,Juan Oliver,Operations,Operations Executive,2023-07-17,"Stacyberg, Holy See (Vatican City State)",1,2,Active,Remote,667790
1873,EMP0001874,Brittany Adams,IT,Data Analyst,2023-11-07,"Lake Michael, Burkina Faso",2,1,Resigned,Remote,775189
1874,EMP0001875,Christina Hull,Sales,Sales Executive,2024-07-05,"Crystalview, Papua New Guinea",3,1,Active,On-site,454239
1875,EMP0001876,Danielle Bradley,Operations,Operations Executive,2014-05-07,"Lake Mark, Heard Island and McDonald Islands",3,11,Retired,Remote,939482
1876,EMP0001877,Jessica Henry,IT,Data Analyst,2018-12-28,"Port Juan, Trinidad and Tobago",3,6,Active,On-site,1154029
1877,EMP0001878,Dr. Elizabeth Campos PhD,R&D,Research Scientist,2017-06-25,"Leonardside, Guatemala",5,8,Active,Remote,765987
1878,EMP0001879,Peter Weiss,Marketing,Marketing Executive,2018-10-07,"Stephenbury, Iceland",4,6,Active,On-site,866870
1879,EMP0001880,Julia Roberts,Sales,Sales Executive,2020-10-16,"Lake Chelsea, French Guiana",3,4,Active,Remote,454272
1880,EMP0001881,Douglas Dawson,R&D,Product Developer,2016-01-17,"South Kariton, Marshall Islands",5,9,Resigned,On-site,875213
1881,EMP0001882,Eugene Griffin,HR,HR Executive,2014-04-23,"West Richardmouth, Lithuania",1,11,Retired,Remote,329869
1882,EMP0001883,Michael Miller,IT,DevOps Engineer,2011-06-14,"Ortizshire, Hungary",3,14,Active,Remote,1014147
1883,EMP0001884,Debra Sanchez,Operations,Logistics Coordinator,2020-11-11,"Ramseyton, Tuvalu",4,4,Active,On-site,897805
1884,EMP0001885,Julie Washington,Operations,Logistics Coordinator,2013-04-09,"Jeremybury, Guatemala",5,12,Active,On-site,661684
1885,EMP0001886,Jennifer Coleman,Marketing,SEO Specialist,2012-05-30,"Lake Courtneybury, Mongolia",1,13,Active,On-site,442612
1886,EMP0001887,Nancy English,Sales,Business Development Manager,2018-06-06,"Johnsonbury, Tunisia",3,7,Active,On-site,1120436
1887,EMP0001888,Hunter Lester,Operations,Supply Chain Manager,2015-01-20,"Timothychester, Taiwan",3,10,Active,On-site,1165910
1888,EMP0001889,Jessica Meyers,R&D,Research Scientist,2022-05-16,"Jamieville, Swaziland",4,3,Active,Remote,698966
1889,EMP0001890,Jennifer Mills,Finance,Accountant,2024-09-21,"West Brian, Nepal",5,0,Active,On-site,638612
1890,EMP0001891,Rebecca Joseph,Sales,Account Manager,2016-01-09,"Jameschester, Ecuador",2,9,Active,On-site,475339
1891,EMP0001892,David Smith,Finance,Finance Manager,2017-03-08,"South Susan, Samoa",1,8,Active,On-site,1202872
1892,EMP0001893,Daniel Johnson,IT,IT Manager,2014-04-05,"Garciastad, India",1,11,Retired,On-site,2322018
1893,EMP0001894,Monique Reyes,Sales,Account Manager,2023-11-22,"Lake Derrickmouth, Liberia",1,1,Terminated,On-site,771703
1894,EMP0001895,Betty Hays,R&D,Product Developer,2019-06-26,"East Sheila, Mongolia",2,6,Resigned,Remote,1015297
1895,EMP0001896,Brent Alvarez,HR,HR Executive,2023-06-08,"Richberg, Tajikistan",4,2,Resigned,Remote,692797
1896,EMP0001897,Todd Barnett,IT,Data Analyst,2024-05-15,"Allisonmouth, Korea",2,1,Active,Remote,1057692
1897,EMP0001898,Brandy Simmons,IT,Software Engineer,2014-11-21,"New Carolynberg, Denmark",5,10,Active,On-site,1038601
1898,EMP0001899,Scott York,IT,Software Engineer,2021-01-26,"Lake Brian, Singapore",2,4,Active,Remote,1102808
1899,EMP0001900,Taylor Maxwell,HR,HR Manager,2015-02-05,"West Javier, Netherlands",1,10,Active,Remote,878569
1900,EMP0001901,Gloria Garcia,Operations,Logistics Coordinator,2021-12-25,"Ballardhaven, United Kingdom",5,3,Active,Remote,756516
1901,EMP0001902,Maria Nelson,Operations,Operations Executive,2023-07-31,"Kristenton, Colombia",5,2,Active,On-site,865409
1902,EMP0001903,Kenneth Carter,HR,HR Executive,2016-03-14,"Robynburgh, Rwanda",4,9,Active,Remote,760828
1903,EMP0001904,William Williams,Sales,Account Manager,2017-02-13,"Port Peterstad, Azerbaijan",5,8,Active,Remote,1075991
1904,EMP0001905,Stanley Davis,Marketing,Content Strategist,2022-11-14,"Garrisonville, Morocco",3,2,Active,Remote,1199664
1905,EMP0001906,John Stevens,IT,Software Engineer,2018-09-20,"South Michaeltown, Wallis and Futuna",3,6,Active,Remote,845368
1906,EMP0001907,Mr. Ryan Schneider DDS,R&D,Product Developer,2017-01-23,"South Jennifer, Belarus",5,8,Active,On-site,463342
1907,EMP0001908,Jason Hart,R&D,Innovation Manager,2017-12-07,"Ritterburgh, Uganda",3,7,Active,Remote,1030660
1908,EMP0001909,Jeremy Manning,IT,Data Analyst,2022-09-18,"Christophertown, Cape Verde",3,2,Active,Remote,724682
1909,EMP0001910,Jose Tran,Operations,Operations Executive,2024-06-01,"North Nicoleport, Lesotho",2,1,Retired,On-site,910799
1910,EMP0001911,Anita Brown,Sales,Business Development Manager,2019-08-18,"West Curtisview, Malawi",4,5,Resigned,Remote,1311355
1911,EMP0001912,James Cooper,Marketing,Marketing Executive,2019-02-08,"Karenshire, Israel",3,6,Active,On-site,1065621
1912,EMP0001913,Amanda Flores,Finance,Accountant,2022-12-04,"East Hailey, Guam",5,2,Active,Remote,725301
1913,EMP0001914,Shelby Zhang,Marketing,Marketing Executive,2025-02-19,"North Thomashaven, British Virgin Islands",5,0,Active,On-site,571114
1914,EMP0001915,Marcus Shaffer,IT,DevOps Engineer,2021-12-30,"Gentrymouth, Korea",5,3,Active,On-site,1124454
1915,EMP0001916,Misty Horn,HR,HR Manager,2024-07-08,"Stevensland, Tajikistan",2,1,Active,On-site,1191521
1916,EMP0001917,Nancy Callahan,IT,Software Engineer,2025-03-05,"Dunnstad, Tanzania",3,0,Resigned,Remote,1082110
1917,EMP0001918,Tamara Mitchell,Sales,Sales Executive,2013-02-23,"Jessicaton, Pitcairn Islands",4,12,Active,Remote,641036
1918,EMP0001919,Robin Bauer,Sales,Account Manager,2016-05-11,"Jennifertown, Chile",5,9,Active,Remote,661346
1919,EMP0001920,Nathaniel Rivera,IT,Data Analyst,2019-03-02,"North Yvetteberg, Cocos (Keeling) Islands",4,6,Retired,Remote,796527
1920,EMP0001921,Henry Mcconnell,IT,Software Engineer,2016-11-29,"Manningshire, Trinidad and Tobago",2,8,Active,Remote,1059427
1921,EMP0001922,Christopher Vasquez,Operations,Logistics Coordinator,2020-06-25,"Jamesville, Bouvet Island (Bouvetoya)",4,5,Active,On-site,829392
1922,EMP0001923,Ivan Carlson,IT,IT Manager,2025-07-24,"Lake Gregoryfurt, El Salvador",1,0,Active,On-site,2804509
1923,EMP0001924,Erica Sanford,Marketing,Content Strategist,2020-12-04,"West Williammouth, Russian Federation",1,4,Resigned,Remote,1143820
1924,EMP0001925,Michelle Zimmerman,HR,HR Manager,2024-03-23,"Richmondburgh, Greece",1,1,Active,On-site,802687
1925,EMP0001926,Jacob Singh,Operations,Operations Executive,2018-07-22,"West Abigail, Mongolia",3,7,Resigned,On-site,1027487
1926,EMP0001927,Jeffrey Hansen,Marketing,SEO Specialist,2021-04-09,"East Alisonton, Grenada",5,4,Active,Remote,946546
1927,EMP0001928,Rodney Mejia,Marketing,SEO Specialist,2014-12-23,"Briannashire, Saint Lucia",1,10,Active,On-site,415411
1928,EMP0001929,Andrew Jimenez,Finance,Finance Manager,2019-02-25,"Nicholasstad, Benin",4,6,Active,On-site,1768423
1929,EMP0001930,Jill Ford,IT,IT Manager,2024-08-20,"Petersenfort, South Georgia and the South Sandwich Islands",4,0,Resigned,Remote,2711255
1930,EMP0001931,Judy Dominguez,Operations,Operations Executive,2022-01-20,"Port Johnnyside, Ethiopia",5,3,Active,Remote,451828
1931,EMP0001932,Larry Hernandez,IT,Software Engineer,2023-08-10,"South Jennifertown, Norfolk Island",4,2,Resigned,On-site,1146424
1932,EMP0001933,Debbie Green,Marketing,SEO Specialist,2022-07-16,"Port Veronica, Suriname",2,3,Active,On-site,858870
1933,EMP0001934,Jeremy Dawson,IT,Software Engineer,2017-11-04,"Petersborough, Bolivia",5,7,Active,Remote,1497528
